snapshot_month,model_id,capability_family_id,capability_score_100,coverage_weight,benchmark_count,contributing_benchmark_ids
2026-04,cores_agent_v1_2,workflow_execution,71.5200,0.0862,1,gaia
2026-04,cores_agent_v1_2,computer_use,0.0000,0.0000,0,
2026-04,cores_agent_v1_2,policy_compliance,71.5200,0.1293,1,gaia
2026-04,cores_agent_v1_2,technical_execution,0.0000,0.0000,0,
2026-04,crux_claude_opus_4_6,research,0.0000,0.0000,0,
2026-04,crux_claude_opus_4_6,synthesis_reporting,0.0000,0.0000,0,
2026-04,crux_claude_opus_4_6,planning_orchestration,66.9000,0.0559,1,terminal_bench_2
2026-04,crux_claude_opus_4_6,tool_use,66.9000,0.0512,1,terminal_bench_2
2026-04,crux_claude_opus_4_6,workflow_execution,66.9000,0.0612,1,terminal_bench_2
2026-04,crux_claude_opus_4_6,computer_use,66.9000,0.0476,1,terminal_bench_2
2026-04,crux_claude_opus_4_6,policy_compliance,66.9000,0.0306,1,terminal_bench_2
2026-04,crux_claude_opus_4_6,technical_execution,66.9000,0.3488,1,terminal_bench_2
2026-04,crux_glm_4_7,research,0.0000,0.0000,0,
2026-04,crux_glm_4_7,synthesis_reporting,0.0000,0.0000,0,
2026-04,crux_glm_4_7,planning_orchestration,33.3000,0.0559,1,terminal_bench_2
2026-04,crux_glm_4_7,tool_use,33.3000,0.0512,1,terminal_bench_2
2026-04,crux_glm_4_7,workflow_execution,33.3000,0.0612,1,terminal_bench_2
2026-04,crux_glm_4_7,computer_use,33.3000,0.0476,1,terminal_bench_2
2026-04,crux_glm_4_7,policy_compliance,33.3000,0.0306,1,terminal_bench_2
2026-04,crux_glm_4_7,technical_execution,33.3000,0.3488,1,terminal_bench_2
2026-04,crux_gpt_5_1_codex,research,0.0000,0.0000,0,
2026-04,crux_gpt_5_1_codex,synthesis_reporting,0.0000,0.0000,0,
2026-04,crux_gpt_5_1_codex,planning_orchestration,57.8000,0.0559,1,terminal_bench_2
2026-04,crux_gpt_5_1_codex,tool_use,57.8000,0.0512,1,terminal_bench_2
2026-04,crux_gpt_5_1_codex,workflow_execution,57.8000,0.0612,1,terminal_bench_2
2026-04,crux_gpt_5_1_codex,computer_use,57.8000,0.0476,1,terminal_bench_2
2026-04,crux_gpt_5_1_codex,policy_compliance,57.8000,0.0306,1,terminal_bench_2
2026-04,crux_gpt_5_1_codex,technical_execution,57.8000,0.3488,1,terminal_bench_2
2026-04,crux_gpt_5_1_codex_mini,research,0.0000,0.0000,0,
2026-04,crux_gpt_5_1_codex_mini,synthesis_reporting,0.0000,0.0000,0,
2026-04,crux_gpt_5_1_codex_mini,planning_orchestration,43.1000,0.0559,1,terminal_bench_2
2026-04,crux_gpt_5_1_codex_mini,tool_use,43.1000,0.0512,1,terminal_bench_2
2026-04,crux_gpt_5_1_codex_mini,workflow_execution,43.1000,0.0612,1,terminal_bench_2
2026-04,crux_gpt_5_1_codex_mini,computer_use,43.1000,0.0476,1,terminal_bench_2
2026-04,crux_gpt_5_1_codex_mini,policy_compliance,43.1000,0.0306,1,terminal_bench_2
2026-04,crux_gpt_5_1_codex_mini,technical_execution,43.1000,0.3488,1,terminal_bench_2
2026-04,crux_minimax_m2_1,research,0.0000,0.0000,0,
2026-04,crux_minimax_m2_1,synthesis_reporting,0.0000,0.0000,0,
2026-04,crux_minimax_m2_1,planning_orchestration,36.6000,0.0559,1,terminal_bench_2
2026-04,crux_minimax_m2_1,tool_use,36.6000,0.0512,1,terminal_bench_2
2026-04,crux_minimax_m2_1,workflow_execution,36.6000,0.0612,1,terminal_bench_2
2026-04,crux_minimax_m2_1,computer_use,36.6000,0.0476,1,terminal_bench_2
2026-04,crux_minimax_m2_1,policy_compliance,36.6000,0.0306,1,terminal_bench_2
2026-04,crux_minimax_m2_1,technical_execution,36.6000,0.3488,1,terminal_bench_2
2026-04,dakou_agent_qwen_3_coder_480b,research,0.0000,0.0000,0,
2026-04,dakou_agent_qwen_3_coder_480b,synthesis_reporting,0.0000,0.0000,0,
2026-04,dakou_agent_qwen_3_coder_480b,planning_orchestration,27.2000,0.0559,1,terminal_bench_2
2026-04,dakou_agent_qwen_3_coder_480b,tool_use,27.2000,0.0512,1,terminal_bench_2
2026-04,dakou_agent_qwen_3_coder_480b,workflow_execution,27.2000,0.0612,1,terminal_bench_2
2026-04,dakou_agent_qwen_3_coder_480b,computer_use,27.2000,0.0476,1,terminal_bench_2
2026-04,dakou_agent_qwen_3_coder_480b,policy_compliance,27.2000,0.0306,1,terminal_bench_2
2026-04,dakou_agent_qwen_3_coder_480b,technical_execution,27.2000,0.3488,1,terminal_bench_2
2026-04,deedee,research,0.0000,0.2573,1,gaia
2026-04,deedee,synthesis_reporting,0.0000,0.3434,1,gaia
2026-04,deedee,planning_orchestration,0.0000,0.2360,1,gaia
2026-04,deedee,tool_use,0.0000,0.1082,1,gaia
2026-04,deedee,workflow_execution,0.0000,0.0862,1,gaia
2026-04,deedee,computer_use,0.0000,0.0000,0,
2026-04,deedee,policy_compliance,0.0000,0.1293,1,gaia
2026-04,deedee,technical_execution,0.0000,0.0000,0,
2026-04,deep_agents_gpt_5_2_codex,research,0.0000,0.0000,0,
2026-04,deep_agents_gpt_5_2_codex,synthesis_reporting,0.0000,0.0000,0,
2026-04,deep_agents_gpt_5_2_codex,planning_orchestration,66.5000,0.0559,1,terminal_bench_2
2026-04,deep_agents_gpt_5_2_codex,tool_use,66.5000,0.0512,1,terminal_bench_2
2026-04,deep_agents_gpt_5_2_codex,workflow_execution,66.5000,0.0612,1,terminal_bench_2
2026-04,deep_agents_gpt_5_2_codex,computer_use,66.5000,0.0476,1,terminal_bench_2
2026-04,deep_agents_gpt_5_2_codex,policy_compliance,66.5000,0.0306,1,terminal_bench_2
2026-04,deep_agents_gpt_5_2_codex,technical_execution,66.5000,0.3488,1,terminal_bench_2
2026-04,desearch,research,56.9700,0.2573,1,gaia
2026-04,desearch,synthesis_reporting,56.9700,0.3434,1,gaia
2026-04,desearch,planning_orchestration,56.9700,0.2360,1,gaia
2026-04,desearch,tool_use,56.9700,0.1082,1,gaia
2026-04,desearch,workflow_execution,56.9700,0.0862,1,gaia
2026-04,desearch,computer_use,0.0000,0.0000,0,
2026-04,desearch,policy_compliance,56.9700,0.1293,1,gaia
2026-04,desearch,technical_execution,0.0000,0.0000,0,
2026-04,desearch_v0_2,research,64.8500,0.2573,1,gaia
2026-04,desearch_v0_2,synthesis_reporting,64.8500,0.3434,1,gaia
2026-04,desearch_v0_2,planning_orchestration,64.8500,0.2360,1,gaia
2026-04,desearch_v0_2,tool_use,64.8500,0.1082,1,gaia
2026-04,desearch_v0_2,workflow_execution,64.8500,0.0862,1,gaia
2026-04,desearch_v0_2,computer_use,0.0000,0.0000,0,
2026-04,desearch_v0_2,policy_compliance,64.8500,0.1293,1,gaia
2026-04,desearch_v0_2,technical_execution,0.0000,0.0000,0,
2026-04,desearch_v0_4,research,72.7300,0.2573,1,gaia
2026-04,desearch_v0_4,synthesis_reporting,72.7300,0.3434,1,gaia
2026-04,desearch_v0_4,planning_orchestration,72.7300,0.2360,1,gaia
2026-04,desearch_v0_4,tool_use,72.7300,0.1082,1,gaia
2026-04,desearch_v0_4,workflow_execution,72.7300,0.0862,1,gaia
2026-04,desearch_v0_4,computer_use,0.0000,0.0000,0,
2026-04,desearch_v0_4,policy_compliance,72.7300,0.1293,1,gaia
2026-04,desearch_v0_4,technical_execution,0.0000,0.0000,0,
2026-04,deserach_v0_3,research,69.7000,0.2573,1,gaia
2026-04,deserach_v0_3,synthesis_reporting,69.7000,0.3434,1,gaia
2026-04,deserach_v0_3,planning_orchestration,69.7000,0.2360,1,gaia
2026-04,deserach_v0_3,tool_use,69.7000,0.1082,1,gaia
2026-04,deserach_v0_3,workflow_execution,69.7000,0.0862,1,gaia
2026-04,deserach_v0_3,computer_use,0.0000,0.0000,0,
2026-04,deserach_v0_3,policy_compliance,69.7000,0.1293,1,gaia
2026-04,deserach_v0_3,technical_execution,0.0000,0.0000,0,
2026-04,dr_huichi,research,21.2100,0.2573,1,gaia
2026-04,dr_huichi,synthesis_reporting,21.2100,0.3434,1,gaia
2026-04,dr_huichi,planning_orchestration,21.2100,0.2360,1,gaia
2026-04,dr_huichi,tool_use,21.2100,0.1082,1,gaia
2026-04,dr_huichi,workflow_execution,21.2100,0.0862,1,gaia
2026-04,dr_huichi,computer_use,0.0000,0.0000,0,
2026-04,dr_huichi,policy_compliance,21.2100,0.1293,1,gaia
2026-04,dr_huichi,technical_execution,0.0000,0.0000,0,
2026-04,droid_claude_opus_4_5,research,0.0000,0.0000,0,
2026-04,droid_claude_opus_4_5,synthesis_reporting,0.0000,0.0000,0,
2026-04,droid_claude_opus_4_5,planning_orchestration,63.1000,0.0559,1,terminal_bench_2
2026-04,droid_claude_opus_4_5,tool_use,63.1000,0.0512,1,terminal_bench_2
2026-04,droid_claude_opus_4_5,workflow_execution,63.1000,0.0612,1,terminal_bench_2
2026-04,droid_claude_opus_4_5,computer_use,63.1000,0.0476,1,terminal_bench_2
2026-04,droid_claude_opus_4_5,policy_compliance,63.1000,0.0306,1,terminal_bench_2
2026-04,droid_claude_opus_4_5,technical_execution,63.1000,0.3488,1,terminal_bench_2
2026-04,droid_claude_opus_4_6,research,0.0000,0.0000,0,
2026-04,droid_claude_opus_4_6,synthesis_reporting,0.0000,0.0000,0,
2026-04,droid_claude_opus_4_6,planning_orchestration,69.9000,0.0559,1,terminal_bench_2
2026-04,droid_claude_opus_4_6,tool_use,69.9000,0.0512,1,terminal_bench_2
2026-04,droid_claude_opus_4_6,workflow_execution,69.9000,0.0612,1,terminal_bench_2
2026-04,droid_claude_opus_4_6,computer_use,69.9000,0.0476,1,terminal_bench_2
2026-04,droid_claude_opus_4_6,policy_compliance,69.9000,0.0306,1,terminal_bench_2
2026-04,droid_claude_opus_4_6,technical_execution,69.9000,0.3488,1,terminal_bench_2
2026-04,droid_gemini_3_pro,research,0.0000,0.0000,0,
2026-04,droid_gemini_3_pro,synthesis_reporting,0.0000,0.0000,0,
2026-04,droid_gemini_3_pro,planning_orchestration,61.1000,0.0559,1,terminal_bench_2
2026-04,droid_gemini_3_pro,tool_use,61.1000,0.0512,1,terminal_bench_2
2026-04,droid_gemini_3_pro,workflow_execution,61.1000,0.0612,1,terminal_bench_2
2026-04,droid_gemini_3_pro,computer_use,61.1000,0.0476,1,terminal_bench_2
2026-04,droid_gemini_3_pro,policy_compliance,61.1000,0.0306,1,terminal_bench_2
2026-04,droid_gemini_3_pro,technical_execution,61.1000,0.3488,1,terminal_bench_2
2026-04,droid_gpt_5_2,research,0.0000,0.0000,0,
2026-04,droid_gpt_5_2,synthesis_reporting,0.0000,0.0000,0,
2026-04,droid_gpt_5_2,planning_orchestration,64.9000,0.0559,1,terminal_bench_2
2026-04,droid_gpt_5_2,tool_use,64.9000,0.0512,1,terminal_bench_2
2026-04,droid_gpt_5_2,workflow_execution,64.9000,0.0612,1,terminal_bench_2
2026-04,droid_gpt_5_2,computer_use,64.9000,0.0476,1,terminal_bench_2
2026-04,droid_gpt_5_2,policy_compliance,64.9000,0.0306,1,terminal_bench_2
2026-04,droid_gpt_5_2,technical_execution,64.9000,0.3488,1,terminal_bench_2
2026-04,droid_gpt_5_3_codex,research,0.0000,0.0000,0,
2026-04,droid_gpt_5_3_codex,synthesis_reporting,0.0000,0.0000,0,
2026-04,droid_gpt_5_3_codex,planning_orchestration,77.3000,0.0559,1,terminal_bench_2
2026-04,droid_gpt_5_3_codex,tool_use,77.3000,0.0512,1,terminal_bench_2
2026-04,droid_gpt_5_3_codex,workflow_execution,77.3000,0.0612,1,terminal_bench_2
2026-04,droid_gpt_5_3_codex,computer_use,77.3000,0.0476,1,terminal_bench_2
2026-04,droid_gpt_5_3_codex,policy_compliance,77.3000,0.0306,1,terminal_bench_2
2026-04,droid_gpt_5_3_codex,technical_execution,77.3000,0.3488,1,terminal_bench_2
2026-04,drp_val_v_1_0,research,46.0600,0.2573,1,gaia
2026-04,drp_val_v_1_0,synthesis_reporting,46.0600,0.3434,1,gaia
2026-04,drp_val_v_1_0,planning_orchestration,46.0600,0.2360,1,gaia
2026-04,drp_val_v_1_0,tool_use,46.0600,0.1082,1,gaia
2026-04,drp_val_v_1_0,workflow_execution,46.0600,0.0862,1,gaia
2026-04,drp_val_v_1_0,computer_use,0.0000,0.0000,0,
2026-04,drp_val_v_1_0,policy_compliance,46.0600,0.1293,1,gaia
2026-04,drp_val_v_1_0,technical_execution,0.0000,0.0000,0,
2026-04,dynasaur_l1,research,10.3000,0.2573,1,gaia
2026-04,dynasaur_l1,synthesis_reporting,10.3000,0.3434,1,gaia
2026-04,dynasaur_l1,planning_orchestration,10.3000,0.2360,1,gaia
2026-04,dynasaur_l1,tool_use,10.3000,0.1082,1,gaia
2026-04,dynasaur_l1,workflow_execution,10.3000,0.0862,1,gaia
2026-04,dynasaur_l1,computer_use,0.0000,0.0000,0,
2026-04,dynasaur_l1,policy_compliance,10.3000,0.1293,1,gaia
2026-04,dynasaur_l1,technical_execution,0.0000,0.0000,0,
2026-04,fhswf_gaia_smolagents,research,16.9700,0.2573,1,gaia
2026-04,fhswf_gaia_smolagents,synthesis_reporting,16.9700,0.3434,1,gaia
2026-04,fhswf_gaia_smolagents,planning_orchestration,16.9700,0.2360,1,gaia
2026-04,fhswf_gaia_smolagents,tool_use,16.9700,0.1082,1,gaia
2026-04,fhswf_gaia_smolagents,workflow_execution,16.9700,0.0862,1,gaia
2026-04,fhswf_gaia_smolagents,computer_use,0.0000,0.0000,0,
2026-04,fhswf_gaia_smolagents,policy_compliance,16.9700,0.1293,1,gaia
2026-04,fhswf_gaia_smolagents,technical_execution,0.0000,0.0000,0,
2026-04,fhswf_smolagents,research,16.9700,0.2573,1,gaia
2026-04,fhswf_smolagents,synthesis_reporting,16.9700,0.3434,1,gaia
2026-04,fhswf_smolagents,planning_orchestration,16.9700,0.2360,1,gaia
2026-04,fhswf_smolagents,tool_use,16.9700,0.1082,1,gaia
2026-04,fhswf_smolagents,workflow_execution,16.9700,0.0862,1,gaia
2026-04,fhswf_smolagents,computer_use,0.0000,0.0000,0,
2026-04,fhswf_smolagents,policy_compliance,16.9700,0.1293,1,gaia
2026-04,fhswf_smolagents,technical_execution,0.0000,0.0000,0,
2026-04,fhswfgaia,research,3.0300,0.2573,1,gaia
2026-04,fhswfgaia,synthesis_reporting,3.0300,0.3434,1,gaia
2026-04,fhswfgaia,planning_orchestration,3.0300,0.2360,1,gaia
2026-04,fhswfgaia,tool_use,3.0300,0.1082,1,gaia
2026-04,fhswfgaia,workflow_execution,3.0300,0.0862,1,gaia
2026-04,fhswfgaia,computer_use,0.0000,0.0000,0,
2026-04,fhswfgaia,policy_compliance,3.0300,0.1293,1,gaia
2026-04,fhswfgaia,technical_execution,0.0000,0.0000,0,
2026-04,forgecode_claude_opus_4_6,research,0.0000,0.0000,0,
2026-04,forgecode_claude_opus_4_6,synthesis_reporting,0.0000,0.0000,0,
2026-04,forgecode_claude_opus_4_6,planning_orchestration,79.8000,0.0559,1,terminal_bench_2
2026-04,forgecode_claude_opus_4_6,tool_use,79.8000,0.0512,1,terminal_bench_2
2026-04,forgecode_claude_opus_4_6,workflow_execution,79.8000,0.0612,1,terminal_bench_2
2026-04,forgecode_claude_opus_4_6,computer_use,79.8000,0.0476,1,terminal_bench_2
2026-04,forgecode_claude_opus_4_6,policy_compliance,79.8000,0.0306,1,terminal_bench_2
2026-04,forgecode_claude_opus_4_6,technical_execution,79.8000,0.3488,1,terminal_bench_2
2026-04,forgecode_gemini_3_1_pro,research,0.0000,0.0000,0,
2026-04,forgecode_gemini_3_1_pro,synthesis_reporting,0.0000,0.0000,0,
2026-04,forgecode_gemini_3_1_pro,planning_orchestration,78.4000,0.0559,1,terminal_bench_2
2026-04,forgecode_gemini_3_1_pro,tool_use,78.4000,0.0512,1,terminal_bench_2
2026-04,forgecode_gemini_3_1_pro,workflow_execution,78.4000,0.0612,1,terminal_bench_2
2026-04,forgecode_gemini_3_1_pro,computer_use,78.4000,0.0476,1,terminal_bench_2
2026-04,forgecode_gemini_3_1_pro,policy_compliance,78.4000,0.0306,1,terminal_bench_2
2026-04,forgecode_gemini_3_1_pro,technical_execution,78.4000,0.3488,1,terminal_bench_2
2026-04,forgecode_gpt_5_4,research,0.0000,0.0000,0,
2026-04,forgecode_gpt_5_4,synthesis_reporting,0.0000,0.0000,0,
2026-04,forgecode_gpt_5_4,planning_orchestration,81.8000,0.0559,1,terminal_bench_2
2026-04,forgecode_gpt_5_4,tool_use,81.8000,0.0512,1,terminal_bench_2
2026-04,forgecode_gpt_5_4,workflow_execution,81.8000,0.0612,1,terminal_bench_2
2026-04,forgecode_gpt_5_4,computer_use,81.8000,0.0476,1,terminal_bench_2
2026-04,forgecode_gpt_5_4,policy_compliance,81.8000,0.0306,1,terminal_bench_2
2026-04,forgecode_gpt_5_4,technical_execution,81.8000,0.3488,1,terminal_bench_2
2026-04,friday,research,34.5500,0.2573,1,gaia
2026-04,friday,synthesis_reporting,34.5500,0.3434,1,gaia
2026-04,friday,planning_orchestration,34.5500,0.2360,1,gaia
2026-04,friday,tool_use,34.5500,0.1082,1,gaia
2026-04,friday,workflow_execution,34.5500,0.0862,1,gaia
2026-04,friday,computer_use,0.0000,0.0000,0,
2026-04,friday,policy_compliance,34.5500,0.1293,1,gaia
2026-04,friday,technical_execution,0.0000,0.0000,0,
2026-04,gemini_cli_gemini_2_5_flash,research,0.0000,0.0000,0,
2026-04,gemini_cli_gemini_2_5_flash,synthesis_reporting,0.0000,0.0000,0,
2026-04,gemini_cli_gemini_2_5_flash,planning_orchestration,15.4000,0.0559,1,terminal_bench_2
2026-04,gemini_cli_gemini_2_5_flash,tool_use,15.4000,0.0512,1,terminal_bench_2
2026-04,gemini_cli_gemini_2_5_flash,workflow_execution,15.4000,0.0612,1,terminal_bench_2
2026-04,gemini_cli_gemini_2_5_flash,computer_use,15.4000,0.0476,1,terminal_bench_2
2026-04,gemini_cli_gemini_2_5_flash,policy_compliance,15.4000,0.0306,1,terminal_bench_2
2026-04,gemini_cli_gemini_2_5_flash,technical_execution,15.4000,0.3488,1,terminal_bench_2
2026-04,gemini_cli_gemini_2_5_pro,research,0.0000,0.0000,0,
2026-04,gemini_cli_gemini_2_5_pro,synthesis_reporting,0.0000,0.0000,0,
2026-04,gemini_cli_gemini_2_5_pro,planning_orchestration,19.6000,0.0559,1,terminal_bench_2
2026-04,gemini_cli_gemini_2_5_pro,tool_use,19.6000,0.0512,1,terminal_bench_2
2026-04,gemini_cli_gemini_2_5_pro,workflow_execution,19.6000,0.0612,1,terminal_bench_2
2026-04,gemini_cli_gemini_2_5_pro,computer_use,19.6000,0.0476,1,terminal_bench_2
2026-04,gemini_cli_gemini_2_5_pro,policy_compliance,19.6000,0.0306,1,terminal_bench_2
2026-04,gemini_cli_gemini_2_5_pro,technical_execution,19.6000,0.3488,1,terminal_bench_2
2026-04,gemini_cli_gemini_3_flash,research,0.0000,0.0000,0,
2026-04,gemini_cli_gemini_3_flash,synthesis_reporting,0.0000,0.0000,0,
2026-04,gemini_cli_gemini_3_flash,planning_orchestration,47.4000,0.0559,1,terminal_bench_2
2026-04,gemini_cli_gemini_3_flash,tool_use,47.4000,0.0512,1,terminal_bench_2
2026-04,gemini_cli_gemini_3_flash,workflow_execution,47.4000,0.0612,1,terminal_bench_2
2026-04,gemini_cli_gemini_3_flash,computer_use,47.4000,0.0476,1,terminal_bench_2
2026-04,gemini_cli_gemini_3_flash,policy_compliance,47.4000,0.0306,1,terminal_bench_2
2026-04,gemini_cli_gemini_3_flash,technical_execution,47.4000,0.3488,1,terminal_bench_2
2026-04,goose_claude_haiku_4_5,research,0.0000,0.0000,0,
2026-04,goose_claude_haiku_4_5,synthesis_reporting,0.0000,0.0000,0,
2026-04,goose_claude_haiku_4_5,planning_orchestration,35.5000,0.0559,1,terminal_bench_2
2026-04,goose_claude_haiku_4_5,tool_use,35.5000,0.0512,1,terminal_bench_2
2026-04,goose_claude_haiku_4_5,workflow_execution,35.5000,0.0612,1,terminal_bench_2
2026-04,goose_claude_haiku_4_5,computer_use,35.5000,0.0476,1,terminal_bench_2
2026-04,goose_claude_haiku_4_5,policy_compliance,35.5000,0.0306,1,terminal_bench_2
2026-04,goose_claude_haiku_4_5,technical_execution,35.5000,0.3488,1,terminal_bench_2
2026-04,goose_claude_opus_4_5,research,0.0000,0.0000,0,
2026-04,goose_claude_opus_4_5,synthesis_reporting,0.0000,0.0000,0,
2026-04,goose_claude_opus_4_5,planning_orchestration,54.3000,0.0559,1,terminal_bench_2
2026-04,goose_claude_opus_4_5,tool_use,54.3000,0.0512,1,terminal_bench_2
2026-04,goose_claude_opus_4_5,workflow_execution,54.3000,0.0612,1,terminal_bench_2
2026-04,goose_claude_opus_4_5,computer_use,54.3000,0.0476,1,terminal_bench_2
2026-04,goose_claude_opus_4_5,policy_compliance,54.3000,0.0306,1,terminal_bench_2
2026-04,goose_claude_opus_4_5,technical_execution,54.3000,0.3488,1,terminal_bench_2
2026-04,goose_claude_sonnet_4_5,research,0.0000,0.0000,0,
2026-04,goose_claude_sonnet_4_5,synthesis_reporting,0.0000,0.0000,0,
2026-04,goose_claude_sonnet_4_5,planning_orchestration,43.1000,0.0559,1,terminal_bench_2
2026-04,goose_claude_sonnet_4_5,tool_use,43.1000,0.0512,1,terminal_bench_2
2026-04,goose_claude_sonnet_4_5,workflow_execution,43.1000,0.0612,1,terminal_bench_2
2026-04,goose_claude_sonnet_4_5,computer_use,43.1000,0.0476,1,terminal_bench_2
2026-04,goose_claude_sonnet_4_5,policy_compliance,43.1000,0.0306,1,terminal_bench_2
2026-04,goose_claude_sonnet_4_5,technical_execution,43.1000,0.3488,1,terminal_bench_2
2026-04,gpt3_5,research,4.8500,0.2573,1,gaia
2026-04,gpt3_5,synthesis_reporting,4.8500,0.3434,1,gaia
2026-04,gpt3_5,planning_orchestration,4.8500,0.2360,1,gaia
2026-04,gpt3_5,tool_use,4.8500,0.1082,1,gaia
2026-04,gpt3_5,workflow_execution,4.8500,0.0862,1,gaia
2026-04,gpt3_5,computer_use,0.0000,0.0000,0,
2026-04,gpt3_5,policy_compliance,4.8500,0.1293,1,gaia
2026-04,gpt3_5,technical_execution,0.0000,0.0000,0,
2026-04,gpt4,research,6.0600,0.2573,1,gaia
2026-04,gpt4,synthesis_reporting,6.0600,0.3434,1,gaia
2026-04,gpt4,planning_orchestration,6.0600,0.2360,1,gaia
2026-04,gpt4,tool_use,6.0600,0.1082,1,gaia
2026-04,gpt4,workflow_execution,6.0600,0.0862,1,gaia
2026-04,gpt4,computer_use,0.0000,0.0000,0,
2026-04,gpt4,policy_compliance,6.0600,0.1293,1,gaia
2026-04,gpt4,technical_execution,0.0000,0.0000,0,
2026-04,gpt4_turbo,research,9.7000,0.2573,1,gaia
2026-04,gpt4_turbo,synthesis_reporting,9.7000,0.3434,1,gaia
2026-04,gpt4_turbo,planning_orchestration,9.7000,0.2360,1,gaia
2026-04,gpt4_turbo,tool_use,9.7000,0.1082,1,gaia
2026-04,gpt4_turbo,workflow_execution,9.7000,0.0862,1,gaia
2026-04,gpt4_turbo,computer_use,0.0000,0.0000,0,
2026-04,gpt4_turbo,policy_compliance,9.7000,0.1293,1,gaia
2026-04,gpt4_turbo,technical_execution,0.0000,0.0000,0,
2026-04,gpt_3_5,research,2.4200,0.2573,1,gaia
2026-04,gpt_3_5,synthesis_reporting,2.4200,0.3434,1,gaia
2026-04,gpt_3_5,planning_orchestration,2.4200,0.2360,1,gaia
2026-04,gpt_3_5,tool_use,2.4200,0.1082,1,gaia
2026-04,gpt_3_5,workflow_execution,2.4200,0.0862,1,gaia
2026-04,gpt_3_5,computer_use,0.0000,0.0000,0,
2026-04,gpt_3_5,policy_compliance,2.4200,0.1293,1,gaia
2026-04,gpt_3_5,technical_execution,0.0000,0.0000,0,
2026-04,grok_cli_grok_4_20_reasoning,research,0.0000,0.0000,0,
2026-04,grok_cli_grok_4_20_reasoning,synthesis_reporting,0.0000,0.0000,0,
2026-04,grok_cli_grok_4_20_reasoning,planning_orchestration,57.3000,0.0559,1,terminal_bench_2
2026-04,grok_cli_grok_4_20_reasoning,tool_use,57.3000,0.0512,1,terminal_bench_2
2026-04,grok_cli_grok_4_20_reasoning,workflow_execution,57.3000,0.0612,1,terminal_bench_2
2026-04,grok_cli_grok_4_20_reasoning,computer_use,57.3000,0.0476,1,terminal_bench_2
2026-04,grok_cli_grok_4_20_reasoning,policy_compliance,57.3000,0.0306,1,terminal_bench_2
2026-04,grok_cli_grok_4_20_reasoning,technical_execution,57.3000,0.3488,1,terminal_bench_2
2026-04,h2ogpte_agent_v1_6_8,research,63.6400,0.2573,1,gaia
2026-04,h2ogpte_agent_v1_6_8,synthesis_reporting,63.6400,0.3434,1,gaia
2026-04,h2ogpte_agent_v1_6_8,planning_orchestration,63.6400,0.2360,1,gaia
2026-04,h2ogpte_agent_v1_6_8,tool_use,63.6400,0.1082,1,gaia
2026-04,h2ogpte_agent_v1_6_8,workflow_execution,63.6400,0.0862,1,gaia
2026-04,h2ogpte_agent_v1_6_8,computer_use,0.0000,0.0000,0,
2026-04,h2ogpte_agent_v1_6_8,policy_compliance,63.6400,0.1293,1,gaia
2026-04,h2ogpte_agent_v1_6_8,technical_execution,0.0000,0.0000,0,
2026-04,hero_v0_1,research,78.1800,0.2573,1,gaia
2026-04,hero_v0_1,synthesis_reporting,78.1800,0.3434,1,gaia
2026-04,hero_v0_1,planning_orchestration,78.1800,0.2360,1,gaia
2026-04,hero_v0_1,tool_use,78.1800,0.1082,1,gaia
2026-04,hero_v0_1,workflow_execution,78.1800,0.0862,1,gaia
2026-04,hero_v0_1,computer_use,0.0000,0.0000,0,
2026-04,hero_v0_1,policy_compliance,78.1800,0.1293,1,gaia
2026-04,hero_v0_1,technical_execution,0.0000,0.0000,0,
2026-04,hey_0_3,research,25.4500,0.2573,1,gaia
2026-04,hey_0_3,synthesis_reporting,25.4500,0.3434,1,gaia
2026-04,hey_0_3,planning_orchestration,25.4500,0.2360,1,gaia
2026-04,hey_0_3,tool_use,25.4500,0.1082,1,gaia
2026-04,hey_0_3,workflow_execution,25.4500,0.0862,1,gaia
2026-04,hey_0_3,computer_use,0.0000,0.0000,0,
2026-04,hey_0_3,policy_compliance,25.4500,0.1293,1,gaia
2026-04,hey_0_3,technical_execution,0.0000,0.0000,0,
2026-04,honey_agent,research,0.0000,0.2573,1,gaia
2026-04,honey_agent,synthesis_reporting,0.0000,0.3434,1,gaia
2026-04,honey_agent,planning_orchestration,0.0000,0.2360,1,gaia
2026-04,honey_agent,tool_use,0.0000,0.1082,1,gaia
2026-04,honey_agent,workflow_execution,0.0000,0.0862,1,gaia
2026-04,honey_agent,computer_use,0.0000,0.0000,0,
2026-04,honey_agent,policy_compliance,0.0000,0.1293,1,gaia
2026-04,honey_agent,technical_execution,0.0000,0.0000,0,
2026-04,hugging_face_agents_gpt_4o,research,44.2400,0.2573,1,gaia
2026-04,hugging_face_agents_gpt_4o,synthesis_reporting,44.2400,0.3434,1,gaia
2026-04,hugging_face_agents_gpt_4o,planning_orchestration,44.2400,0.2360,1,gaia
2026-04,hugging_face_agents_gpt_4o,tool_use,44.2400,0.1082,1,gaia
2026-04,hugging_face_agents_gpt_4o,workflow_execution,44.2400,0.0862,1,gaia
2026-04,hugging_face_agents_gpt_4o,computer_use,0.0000,0.0000,0,
2026-04,hugging_face_agents_gpt_4o,policy_compliance,44.2400,0.1293,1,gaia
2026-04,hugging_face_agents_gpt_4o,technical_execution,0.0000,0.0000,0,
2026-04,huggingface_agents_llama3_70b,research,16.9700,0.2573,1,gaia
