snapshot_month,model_id,task_id,onet_task_text,benchmark_observability,structural_exposure_100,capability_fit_100,realized_exposure_100,oc_100,benchmark_coverage_ratio
2026-04,drp_val_v_1_0,T12,Perform risk assessments to develop response strategies.,high,47.7700,46.0600,22.0029,68.7500,0.2222
2026-04,drp_val_v_1_0,T13,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",high,61.8050,46.0600,28.4674,43.7500,0.2630
2026-04,drp_val_v_1_0,T14,"Identify, review, or select vendors or consultants to meet project needs.",medium,36.7350,39.1510,14.3821,81.2500,0.1868
2026-04,drp_val_v_1_0,T15,Develop and manage annual budgets for information technology projects.,high,48.3300,41.4540,20.0347,81.2500,0.2008
2026-04,drp_val_v_1_0,T16,Establish and execute a project communication plan.,medium,51.9700,43.7570,22.7405,62.5000,0.2040
2026-04,drp_val_v_1_0,T17,Develop and manage work breakdown structure (WBS) of information technology projects.,high,46.1200,36.8480,16.9943,56.2500,0.1686
2026-04,drp_val_v_1_0,T18,"Monitor the performance of project team members, providing and documenting performance feedback.",low,36.2700,41.4540,15.0354,87.5000,0.1794
2026-04,drp_val_v_1_0,T19,Coordinate recruitment or selection of project personnel.,low,37.2200,39.1510,14.5720,75.0000,0.1632
2026-04,drp_val_v_1_0,T20,"Assign duties, responsibilities, and spans of authority to project personnel.",low,36.9000,41.4540,15.2965,93.7500,0.1580
2026-04,drp_val_v_1_0,T21,Negotiate with project stakeholders or suppliers to obtain resources or materials.,low,28.4750,36.8480,10.4925,93.7500,0.1440
2026-04,dynasaur_l1,T01,"Manage project execution to ensure adherence to budget, schedule, and scope.",high,57.5600,9.7850,5.6322,81.2500,0.1644
2026-04,dynasaur_l1,T02,Confer with project personnel to identify and resolve problems.,medium,32.7800,9.7850,3.2075,75.0000,0.1901
2026-04,dynasaur_l1,T03,Monitor or track project milestones and deliverables.,high,50.6550,9.7850,4.9566,43.7500,0.1955
2026-04,dynasaur_l1,T04,"Submit project deliverables, ensuring adherence to quality standards.",medium,34.2850,9.2700,3.1782,62.5000,0.1377
2026-04,dynasaur_l1,T05,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",medium,36.1950,10.3000,3.7281,75.0000,0.2372
2026-04,dynasaur_l1,T06,"Initiate, review, or approve modifications to project plans.",high,54.1750,9.7850,5.3010,93.7500,0.1826
2026-04,dynasaur_l1,T07,Schedule and facilitate meetings related to information technology projects.,medium,33.9600,9.2700,3.1481,43.7500,0.1719
2026-04,dynasaur_l1,T08,Direct or coordinate activities of project personnel.,medium,36.6950,10.3000,3.7796,87.5000,0.1708
2026-04,dynasaur_l1,T09,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,high,47.7350,9.7850,4.6709,75.0000,0.2254
2026-04,dynasaur_l1,T10,Identify need for initial or supplemental project resources.,medium,42.6150,8.7550,3.7309,62.5000,0.1782
2026-04,dynasaur_l1,T11,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",high,64.3700,8.7550,5.6356,81.2500,0.1814
2026-04,dynasaur_l1,T12,Perform risk assessments to develop response strategies.,high,47.7700,10.3000,4.9203,68.7500,0.2222
2026-04,dynasaur_l1,T13,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",high,61.8050,10.3000,6.3659,43.7500,0.2630
2026-04,dynasaur_l1,T14,"Identify, review, or select vendors or consultants to meet project needs.",medium,36.7350,8.7550,3.2161,81.2500,0.1868
2026-04,dynasaur_l1,T15,Develop and manage annual budgets for information technology projects.,high,48.3300,9.2700,4.4802,81.2500,0.2008
2026-04,dynasaur_l1,T16,Establish and execute a project communication plan.,medium,51.9700,9.7850,5.0853,62.5000,0.2040
2026-04,dynasaur_l1,T17,Develop and manage work breakdown structure (WBS) of information technology projects.,high,46.1200,8.2400,3.8003,56.2500,0.1686
2026-04,dynasaur_l1,T18,"Monitor the performance of project team members, providing and documenting performance feedback.",low,36.2700,9.2700,3.3622,87.5000,0.1794
2026-04,dynasaur_l1,T19,Coordinate recruitment or selection of project personnel.,low,37.2200,8.7550,3.2586,75.0000,0.1632
2026-04,dynasaur_l1,T20,"Assign duties, responsibilities, and spans of authority to project personnel.",low,36.9000,9.2700,3.4206,93.7500,0.1580
2026-04,dynasaur_l1,T21,Negotiate with project stakeholders or suppliers to obtain resources or materials.,low,28.4750,8.2400,2.3463,93.7500,0.1440
2026-04,fhswf_gaia_smolagents,T01,"Manage project execution to ensure adherence to budget, schedule, and scope.",high,57.5600,16.1215,9.2795,81.2500,0.1644
2026-04,fhswf_gaia_smolagents,T02,Confer with project personnel to identify and resolve problems.,medium,32.7800,16.1215,5.2846,75.0000,0.1901
2026-04,fhswf_gaia_smolagents,T03,Monitor or track project milestones and deliverables.,high,50.6550,16.1215,8.1663,43.7500,0.1955
2026-04,fhswf_gaia_smolagents,T04,"Submit project deliverables, ensuring adherence to quality standards.",medium,34.2850,15.2730,5.2363,62.5000,0.1377
2026-04,fhswf_gaia_smolagents,T05,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",medium,36.1950,16.9700,6.1423,75.0000,0.2372
2026-04,fhswf_gaia_smolagents,T06,"Initiate, review, or approve modifications to project plans.",high,54.1750,16.1215,8.7338,93.7500,0.1826
2026-04,fhswf_gaia_smolagents,T07,Schedule and facilitate meetings related to information technology projects.,medium,33.9600,15.2730,5.1867,43.7500,0.1719
2026-04,fhswf_gaia_smolagents,T08,Direct or coordinate activities of project personnel.,medium,36.6950,16.9700,6.2271,87.5000,0.1708
2026-04,fhswf_gaia_smolagents,T09,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,high,47.7350,16.1215,7.6956,75.0000,0.2254
2026-04,fhswf_gaia_smolagents,T10,Identify need for initial or supplemental project resources.,medium,42.6150,14.4245,6.1470,62.5000,0.1782
2026-04,fhswf_gaia_smolagents,T11,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",high,64.3700,14.4245,9.2851,81.2500,0.1814
2026-04,fhswf_gaia_smolagents,T12,Perform risk assessments to develop response strategies.,high,47.7700,16.9700,8.1066,68.7500,0.2222
2026-04,fhswf_gaia_smolagents,T13,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",high,61.8050,16.9700,10.4883,43.7500,0.2630
2026-04,fhswf_gaia_smolagents,T14,"Identify, review, or select vendors or consultants to meet project needs.",medium,36.7350,14.4245,5.2988,81.2500,0.1868
2026-04,fhswf_gaia_smolagents,T15,Develop and manage annual budgets for information technology projects.,high,48.3300,15.2730,7.3814,81.2500,0.2008
2026-04,fhswf_gaia_smolagents,T16,Establish and execute a project communication plan.,medium,51.9700,16.1215,8.3783,62.5000,0.2040
2026-04,fhswf_gaia_smolagents,T17,Develop and manage work breakdown structure (WBS) of information technology projects.,high,46.1200,13.5760,6.2613,56.2500,0.1686
2026-04,fhswf_gaia_smolagents,T18,"Monitor the performance of project team members, providing and documenting performance feedback.",low,36.2700,15.2730,5.5395,87.5000,0.1794
2026-04,fhswf_gaia_smolagents,T19,Coordinate recruitment or selection of project personnel.,low,37.2200,14.4245,5.3688,75.0000,0.1632
2026-04,fhswf_gaia_smolagents,T20,"Assign duties, responsibilities, and spans of authority to project personnel.",low,36.9000,15.2730,5.6357,93.7500,0.1580
2026-04,fhswf_gaia_smolagents,T21,Negotiate with project stakeholders or suppliers to obtain resources or materials.,low,28.4750,13.5760,3.8658,93.7500,0.1440
2026-04,fhswf_smolagents,T01,"Manage project execution to ensure adherence to budget, schedule, and scope.",high,57.5600,16.1215,9.2795,81.2500,0.1644
2026-04,fhswf_smolagents,T02,Confer with project personnel to identify and resolve problems.,medium,32.7800,16.1215,5.2846,75.0000,0.1901
2026-04,fhswf_smolagents,T03,Monitor or track project milestones and deliverables.,high,50.6550,16.1215,8.1663,43.7500,0.1955
2026-04,fhswf_smolagents,T04,"Submit project deliverables, ensuring adherence to quality standards.",medium,34.2850,15.2730,5.2363,62.5000,0.1377
2026-04,fhswf_smolagents,T05,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",medium,36.1950,16.9700,6.1423,75.0000,0.2372
2026-04,fhswf_smolagents,T06,"Initiate, review, or approve modifications to project plans.",high,54.1750,16.1215,8.7338,93.7500,0.1826
2026-04,fhswf_smolagents,T07,Schedule and facilitate meetings related to information technology projects.,medium,33.9600,15.2730,5.1867,43.7500,0.1719
2026-04,fhswf_smolagents,T08,Direct or coordinate activities of project personnel.,medium,36.6950,16.9700,6.2271,87.5000,0.1708
2026-04,fhswf_smolagents,T09,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,high,47.7350,16.1215,7.6956,75.0000,0.2254
2026-04,fhswf_smolagents,T10,Identify need for initial or supplemental project resources.,medium,42.6150,14.4245,6.1470,62.5000,0.1782
2026-04,fhswf_smolagents,T11,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",high,64.3700,14.4245,9.2851,81.2500,0.1814
2026-04,fhswf_smolagents,T12,Perform risk assessments to develop response strategies.,high,47.7700,16.9700,8.1066,68.7500,0.2222
2026-04,fhswf_smolagents,T13,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",high,61.8050,16.9700,10.4883,43.7500,0.2630
2026-04,fhswf_smolagents,T14,"Identify, review, or select vendors or consultants to meet project needs.",medium,36.7350,14.4245,5.2988,81.2500,0.1868
2026-04,fhswf_smolagents,T15,Develop and manage annual budgets for information technology projects.,high,48.3300,15.2730,7.3814,81.2500,0.2008
2026-04,fhswf_smolagents,T16,Establish and execute a project communication plan.,medium,51.9700,16.1215,8.3783,62.5000,0.2040
2026-04,fhswf_smolagents,T17,Develop and manage work breakdown structure (WBS) of information technology projects.,high,46.1200,13.5760,6.2613,56.2500,0.1686
2026-04,fhswf_smolagents,T18,"Monitor the performance of project team members, providing and documenting performance feedback.",low,36.2700,15.2730,5.5395,87.5000,0.1794
2026-04,fhswf_smolagents,T19,Coordinate recruitment or selection of project personnel.,low,37.2200,14.4245,5.3688,75.0000,0.1632
2026-04,fhswf_smolagents,T20,"Assign duties, responsibilities, and spans of authority to project personnel.",low,36.9000,15.2730,5.6357,93.7500,0.1580
2026-04,fhswf_smolagents,T21,Negotiate with project stakeholders or suppliers to obtain resources or materials.,low,28.4750,13.5760,3.8658,93.7500,0.1440
2026-04,fhswfgaia,T01,"Manage project execution to ensure adherence to budget, schedule, and scope.",high,57.5600,2.8785,1.6569,81.2500,0.1644
2026-04,fhswfgaia,T02,Confer with project personnel to identify and resolve problems.,medium,32.7800,2.8785,0.9436,75.0000,0.1901
2026-04,fhswfgaia,T03,Monitor or track project milestones and deliverables.,high,50.6550,2.8785,1.4581,43.7500,0.1955
2026-04,fhswfgaia,T04,"Submit project deliverables, ensuring adherence to quality standards.",medium,34.2850,2.7270,0.9350,62.5000,0.1377
2026-04,fhswfgaia,T05,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",medium,36.1950,3.0300,1.0967,75.0000,0.2372
2026-04,fhswfgaia,T06,"Initiate, review, or approve modifications to project plans.",high,54.1750,2.8785,1.5594,93.7500,0.1826
2026-04,fhswfgaia,T07,Schedule and facilitate meetings related to information technology projects.,medium,33.9600,2.7270,0.9261,43.7500,0.1719
2026-04,fhswfgaia,T08,Direct or coordinate activities of project personnel.,medium,36.6950,3.0300,1.1119,87.5000,0.1708
2026-04,fhswfgaia,T09,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,high,47.7350,2.8785,1.3741,75.0000,0.2254
2026-04,fhswfgaia,T10,Identify need for initial or supplemental project resources.,medium,42.6150,2.5755,1.0975,62.5000,0.1782
2026-04,fhswfgaia,T11,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",high,64.3700,2.5755,1.6578,81.2500,0.1814
2026-04,fhswfgaia,T12,Perform risk assessments to develop response strategies.,high,47.7700,3.0300,1.4474,68.7500,0.2222
2026-04,fhswfgaia,T13,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",high,61.8050,3.0300,1.8727,43.7500,0.2630
2026-04,fhswfgaia,T14,"Identify, review, or select vendors or consultants to meet project needs.",medium,36.7350,2.5755,0.9461,81.2500,0.1868
2026-04,fhswfgaia,T15,Develop and manage annual budgets for information technology projects.,high,48.3300,2.7270,1.3180,81.2500,0.2008
2026-04,fhswfgaia,T16,Establish and execute a project communication plan.,medium,51.9700,2.8785,1.4960,62.5000,0.2040
2026-04,fhswfgaia,T17,Develop and manage work breakdown structure (WBS) of information technology projects.,high,46.1200,2.4240,1.1179,56.2500,0.1686
2026-04,fhswfgaia,T18,"Monitor the performance of project team members, providing and documenting performance feedback.",low,36.2700,2.7270,0.9891,87.5000,0.1794
2026-04,fhswfgaia,T19,Coordinate recruitment or selection of project personnel.,low,37.2200,2.5755,0.9586,75.0000,0.1632
2026-04,fhswfgaia,T20,"Assign duties, responsibilities, and spans of authority to project personnel.",low,36.9000,2.7270,1.0063,93.7500,0.1580
2026-04,fhswfgaia,T21,Negotiate with project stakeholders or suppliers to obtain resources or materials.,low,28.4750,2.4240,0.6902,93.7500,0.1440
2026-04,forgecode_claude_opus_4_6,T01,"Manage project execution to ensure adherence to budget, schedule, and scope.",high,57.5600,67.8300,39.0429,81.2500,0.0580
2026-04,forgecode_claude_opus_4_6,T02,Confer with project personnel to identify and resolve problems.,medium,32.7800,51.8700,17.0030,75.0000,0.0465
2026-04,forgecode_claude_opus_4_6,T03,Monitor or track project milestones and deliverables.,high,50.6550,47.8800,24.2536,43.7500,0.0450
2026-04,forgecode_claude_opus_4_6,T04,"Submit project deliverables, ensuring adherence to quality standards.",medium,34.2850,67.8300,23.2555,62.5000,0.0430
2026-04,forgecode_claude_opus_4_6,T05,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",medium,36.1950,27.9300,10.1093,75.0000,0.0158
2026-04,forgecode_claude_opus_4_6,T06,"Initiate, review, or approve modifications to project plans.",high,54.1750,67.8300,36.7469,93.7500,0.0549
2026-04,forgecode_claude_opus_4_6,T07,Schedule and facilitate meetings related to information technology projects.,medium,33.9600,67.8300,23.0351,43.7500,0.0442
2026-04,forgecode_claude_opus_4_6,T08,Direct or coordinate activities of project personnel.,medium,36.6950,67.8300,24.8902,87.5000,0.0438
2026-04,forgecode_claude_opus_4_6,T09,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,high,47.7350,47.8800,22.8555,75.0000,0.0457
2026-04,forgecode_claude_opus_4_6,T10,Identify need for initial or supplemental project resources.,medium,42.6150,55.8600,23.8047,62.5000,0.0796
2026-04,forgecode_claude_opus_4_6,T11,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",high,64.3700,63.8400,41.0938,81.2500,0.0864
2026-04,forgecode_claude_opus_4_6,T12,Perform risk assessments to develop response strategies.,high,47.7700,43.8900,20.9663,68.7500,0.0245
2026-04,forgecode_claude_opus_4_6,T13,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",high,61.8050,23.9400,14.7961,43.7500,0.0140
2026-04,forgecode_claude_opus_4_6,T14,"Identify, review, or select vendors or consultants to meet project needs.",medium,36.7350,47.8800,17.5887,81.2500,0.0724
2026-04,forgecode_claude_opus_4_6,T15,Develop and manage annual budgets for information technology projects.,high,48.3300,55.8600,26.9971,81.2500,0.0634
2026-04,forgecode_claude_opus_4_6,T16,Establish and execute a project communication plan.,medium,51.9700,55.8600,29.0304,62.5000,0.0350
2026-04,forgecode_claude_opus_4_6,T17,Develop and manage work breakdown structure (WBS) of information technology projects.,high,46.1200,67.8300,31.2832,56.2500,0.1039
2026-04,forgecode_claude_opus_4_6,T18,"Monitor the performance of project team members, providing and documenting performance feedback.",low,36.2700,51.8700,18.8132,87.5000,0.0433
2026-04,forgecode_claude_opus_4_6,T19,Coordinate recruitment or selection of project personnel.,low,37.2200,55.8600,20.7911,75.0000,0.0650
2026-04,forgecode_claude_opus_4_6,T20,"Assign duties, responsibilities, and spans of authority to project personnel.",low,36.9000,71.8200,26.5016,93.7500,0.0726
2026-04,forgecode_claude_opus_4_6,T21,Negotiate with project stakeholders or suppliers to obtain resources or materials.,low,28.4750,63.8400,18.1784,93.7500,0.0960
2026-04,forgecode_gemini_3_1_pro,T01,"Manage project execution to ensure adherence to budget, schedule, and scope.",high,57.5600,66.6400,38.3580,81.2500,0.0580
2026-04,forgecode_gemini_3_1_pro,T02,Confer with project personnel to identify and resolve problems.,medium,32.7800,50.9600,16.7047,75.0000,0.0465
2026-04,forgecode_gemini_3_1_pro,T03,Monitor or track project milestones and deliverables.,high,50.6550,47.0400,23.8281,43.7500,0.0450
2026-04,forgecode_gemini_3_1_pro,T04,"Submit project deliverables, ensuring adherence to quality standards.",medium,34.2850,66.6400,22.8475,62.5000,0.0430
2026-04,forgecode_gemini_3_1_pro,T05,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",medium,36.1950,27.4400,9.9319,75.0000,0.0158
2026-04,forgecode_gemini_3_1_pro,T06,"Initiate, review, or approve modifications to project plans.",high,54.1750,66.6400,36.1022,93.7500,0.0549
2026-04,forgecode_gemini_3_1_pro,T07,Schedule and facilitate meetings related to information technology projects.,medium,33.9600,66.6400,22.6309,43.7500,0.0442
2026-04,forgecode_gemini_3_1_pro,T08,Direct or coordinate activities of project personnel.,medium,36.6950,66.6400,24.4535,87.5000,0.0438
2026-04,forgecode_gemini_3_1_pro,T09,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,high,47.7350,47.0400,22.4545,75.0000,0.0457
2026-04,forgecode_gemini_3_1_pro,T10,Identify need for initial or supplemental project resources.,medium,42.6150,54.8800,23.3871,62.5000,0.0796
2026-04,forgecode_gemini_3_1_pro,T11,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",high,64.3700,62.7200,40.3729,81.2500,0.0864
2026-04,forgecode_gemini_3_1_pro,T12,Perform risk assessments to develop response strategies.,high,47.7700,43.1200,20.5984,68.7500,0.0245
2026-04,forgecode_gemini_3_1_pro,T13,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",high,61.8050,23.5200,14.5365,43.7500,0.0140
2026-04,forgecode_gemini_3_1_pro,T14,"Identify, review, or select vendors or consultants to meet project needs.",medium,36.7350,47.0400,17.2801,81.2500,0.0724
2026-04,forgecode_gemini_3_1_pro,T15,Develop and manage annual budgets for information technology projects.,high,48.3300,54.8800,26.5235,81.2500,0.0634
2026-04,forgecode_gemini_3_1_pro,T16,Establish and execute a project communication plan.,medium,51.9700,54.8800,28.5211,62.5000,0.0350
2026-04,forgecode_gemini_3_1_pro,T17,Develop and manage work breakdown structure (WBS) of information technology projects.,high,46.1200,66.6400,30.7344,56.2500,0.1039
2026-04,forgecode_gemini_3_1_pro,T18,"Monitor the performance of project team members, providing and documenting performance feedback.",low,36.2700,50.9600,18.4832,87.5000,0.0433
2026-04,forgecode_gemini_3_1_pro,T19,Coordinate recruitment or selection of project personnel.,low,37.2200,54.8800,20.4263,75.0000,0.0650
2026-04,forgecode_gemini_3_1_pro,T20,"Assign duties, responsibilities, and spans of authority to project personnel.",low,36.9000,70.5600,26.0366,93.7500,0.0726
2026-04,forgecode_gemini_3_1_pro,T21,Negotiate with project stakeholders or suppliers to obtain resources or materials.,low,28.4750,62.7200,17.8595,93.7500,0.0960
2026-04,forgecode_gpt_5_4,T01,"Manage project execution to ensure adherence to budget, schedule, and scope.",high,57.5600,69.5300,40.0215,81.2500,0.0580
2026-04,forgecode_gpt_5_4,T02,Confer with project personnel to identify and resolve problems.,medium,32.7800,53.1700,17.4291,75.0000,0.0465
2026-04,forgecode_gpt_5_4,T03,Monitor or track project milestones and deliverables.,high,50.6550,49.0800,24.8615,43.7500,0.0450
2026-04,forgecode_gpt_5_4,T04,"Submit project deliverables, ensuring adherence to quality standards.",medium,34.2850,69.5300,23.8384,62.5000,0.0430
2026-04,forgecode_gpt_5_4,T05,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",medium,36.1950,28.6300,10.3626,75.0000,0.0158
2026-04,forgecode_gpt_5_4,T06,"Initiate, review, or approve modifications to project plans.",high,54.1750,69.5300,37.6679,93.7500,0.0549
2026-04,forgecode_gpt_5_4,T07,Schedule and facilitate meetings related to information technology projects.,medium,33.9600,69.5300,23.6124,43.7500,0.0442
2026-04,forgecode_gpt_5_4,T08,Direct or coordinate activities of project personnel.,medium,36.6950,69.5300,25.5140,87.5000,0.0438
2026-04,forgecode_gpt_5_4,T09,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,high,47.7350,49.0800,23.4283,75.0000,0.0457
2026-04,forgecode_gpt_5_4,T10,Identify need for initial or supplemental project resources.,medium,42.6150,57.2600,24.4013,62.5000,0.0796
2026-04,forgecode_gpt_5_4,T11,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",high,64.3700,65.4400,42.1237,81.2500,0.0864
2026-04,forgecode_gpt_5_4,T12,Perform risk assessments to develop response strategies.,high,47.7700,44.9900,21.4917,68.7500,0.0245
2026-04,forgecode_gpt_5_4,T13,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",high,61.8050,24.5400,15.1669,43.7500,0.0140
2026-04,forgecode_gpt_5_4,T14,"Identify, review, or select vendors or consultants to meet project needs.",medium,36.7350,49.0800,18.0295,81.2500,0.0724
2026-04,forgecode_gpt_5_4,T15,Develop and manage annual budgets for information technology projects.,high,48.3300,57.2600,27.6738,81.2500,0.0634
2026-04,forgecode_gpt_5_4,T16,Establish and execute a project communication plan.,medium,51.9700,57.2600,29.7580,62.5000,0.0350
2026-04,forgecode_gpt_5_4,T17,Develop and manage work breakdown structure (WBS) of information technology projects.,high,46.1200,69.5300,32.0672,56.2500,0.1039
2026-04,forgecode_gpt_5_4,T18,"Monitor the performance of project team members, providing and documenting performance feedback.",low,36.2700,53.1700,19.2848,87.5000,0.0433
2026-04,forgecode_gpt_5_4,T19,Coordinate recruitment or selection of project personnel.,low,37.2200,57.2600,21.3122,75.0000,0.0650
2026-04,forgecode_gpt_5_4,T20,"Assign duties, responsibilities, and spans of authority to project personnel.",low,36.9000,73.6200,27.1658,93.7500,0.0726
2026-04,forgecode_gpt_5_4,T21,Negotiate with project stakeholders or suppliers to obtain resources or materials.,low,28.4750,65.4400,18.6340,93.7500,0.0960
2026-04,friday,T01,"Manage project execution to ensure adherence to budget, schedule, and scope.",high,57.5600,32.8225,18.8926,81.2500,0.1644
2026-04,friday,T02,Confer with project personnel to identify and resolve problems.,medium,32.7800,32.8225,10.7592,75.0000,0.1901
2026-04,friday,T03,Monitor or track project milestones and deliverables.,high,50.6550,32.8225,16.6262,43.7500,0.1955
2026-04,friday,T04,"Submit project deliverables, ensuring adherence to quality standards.",medium,34.2850,31.0950,10.6609,62.5000,0.1377
2026-04,friday,T05,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",medium,36.1950,34.5500,12.5054,75.0000,0.2372
2026-04,friday,T06,"Initiate, review, or approve modifications to project plans.",high,54.1750,32.8225,17.7816,93.7500,0.1826
2026-04,friday,T07,Schedule and facilitate meetings related to information technology projects.,medium,33.9600,31.0950,10.5599,43.7500,0.1719
2026-04,friday,T08,Direct or coordinate activities of project personnel.,medium,36.6950,34.5500,12.6781,87.5000,0.1708
2026-04,friday,T09,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,high,47.7350,32.8225,15.6678,75.0000,0.2254
2026-04,friday,T10,Identify need for initial or supplemental project resources.,medium,42.6150,29.3675,12.5150,62.5000,0.1782
2026-04,friday,T11,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",high,64.3700,29.3675,18.9039,81.2500,0.1814
2026-04,friday,T12,Perform risk assessments to develop response strategies.,high,47.7700,34.5500,16.5045,68.7500,0.2222
2026-04,friday,T13,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",high,61.8050,34.5500,21.3536,43.7500,0.2630
2026-04,friday,T14,"Identify, review, or select vendors or consultants to meet project needs.",medium,36.7350,29.3675,10.7882,81.2500,0.1868
2026-04,friday,T15,Develop and manage annual budgets for information technology projects.,high,48.3300,31.0950,15.0282,81.2500,0.2008
2026-04,friday,T16,Establish and execute a project communication plan.,medium,51.9700,32.8225,17.0579,62.5000,0.2040
2026-04,friday,T17,Develop and manage work breakdown structure (WBS) of information technology projects.,high,46.1200,27.6400,12.7476,56.2500,0.1686
2026-04,friday,T18,"Monitor the performance of project team members, providing and documenting performance feedback.",low,36.2700,31.0950,11.2782,87.5000,0.1794
2026-04,friday,T19,Coordinate recruitment or selection of project personnel.,low,37.2200,29.3675,10.9306,75.0000,0.1632
2026-04,friday,T20,"Assign duties, responsibilities, and spans of authority to project personnel.",low,36.9000,31.0950,11.4741,93.7500,0.1580
2026-04,friday,T21,Negotiate with project stakeholders or suppliers to obtain resources or materials.,low,28.4750,27.6400,7.8705,93.7500,0.1440
2026-04,gemini_cli_gemini_2_5_flash,T01,"Manage project execution to ensure adherence to budget, schedule, and scope.",high,57.5600,13.0900,7.5346,81.2500,0.0580
2026-04,gemini_cli_gemini_2_5_flash,T02,Confer with project personnel to identify and resolve problems.,medium,32.7800,10.0100,3.2813,75.0000,0.0465
2026-04,gemini_cli_gemini_2_5_flash,T03,Monitor or track project milestones and deliverables.,high,50.6550,9.2400,4.6805,43.7500,0.0450
2026-04,gemini_cli_gemini_2_5_flash,T04,"Submit project deliverables, ensuring adherence to quality standards.",medium,34.2850,13.0900,4.4879,62.5000,0.0430
2026-04,gemini_cli_gemini_2_5_flash,T05,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",medium,36.1950,5.3900,1.9509,75.0000,0.0158
2026-04,gemini_cli_gemini_2_5_flash,T06,"Initiate, review, or approve modifications to project plans.",high,54.1750,13.0900,7.0915,93.7500,0.0549
2026-04,gemini_cli_gemini_2_5_flash,T07,Schedule and facilitate meetings related to information technology projects.,medium,33.9600,13.0900,4.4454,43.7500,0.0442
2026-04,gemini_cli_gemini_2_5_flash,T08,Direct or coordinate activities of project personnel.,medium,36.6950,13.0900,4.8034,87.5000,0.0438
2026-04,gemini_cli_gemini_2_5_flash,T09,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,high,47.7350,9.2400,4.4107,75.0000,0.0457
2026-04,gemini_cli_gemini_2_5_flash,T10,Identify need for initial or supplemental project resources.,medium,42.6150,10.7800,4.5939,62.5000,0.0796
2026-04,gemini_cli_gemini_2_5_flash,T11,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",high,64.3700,12.3200,7.9304,81.2500,0.0864
2026-04,gemini_cli_gemini_2_5_flash,T12,Perform risk assessments to develop response strategies.,high,47.7700,8.4700,4.0461,68.7500,0.0245
2026-04,gemini_cli_gemini_2_5_flash,T13,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",high,61.8050,4.6200,2.8554,43.7500,0.0140
2026-04,gemini_cli_gemini_2_5_flash,T14,"Identify, review, or select vendors or consultants to meet project needs.",medium,36.7350,9.2400,3.3943,81.2500,0.0724
2026-04,gemini_cli_gemini_2_5_flash,T15,Develop and manage annual budgets for information technology projects.,high,48.3300,10.7800,5.2100,81.2500,0.0634
2026-04,gemini_cli_gemini_2_5_flash,T16,Establish and execute a project communication plan.,medium,51.9700,10.7800,5.6024,62.5000,0.0350
2026-04,gemini_cli_gemini_2_5_flash,T17,Develop and manage work breakdown structure (WBS) of information technology projects.,high,46.1200,13.0900,6.0371,56.2500,0.1039
